user,rating,komentar,timestamp,sentimen,platform
Khansa Azalia,2,"tolong kenapa harga di gojek suka ga jelas. saya pesen gojek dari rumah saya ke tempat yg jaraknya 700m tetapi harganya bisa 27.000. kejadian ini ga cuman sekali dua kali, saya juga pernah mau ke jarak yg hanyak 800m harganya 21.000, heran saya. dan ga hanya itu, kadang nyari driver aja susah bgt, kayak saya pernah mau pesen gojek ke sekolah, itu bener-bener lama bgt ada sekitar 10 menit. kalau gini trus mending ganti ke apk sebelah aja dah",13/01/2026 17:03,negatif,Google Maps
Pengguna Google,1,hari ini LG jelek bgt aplikasinya,13/01/2026 17:02,negatif,Google Maps
zayn,4,ok sih,13/01/2026 17:02,positif,Google Maps
Recky Ahmad Haffiandy,1,"selalu ribet kalo mau pesen makanan selalu telat , cari driver susah",13/01/2026 16:58,negatif,Google Maps
Rolas Daniel,1,APK DZOLIM,13/01/2026 16:55,negatif,Google Maps
Raffi Abdul Rahman,3,"ampun dahhh, apl lemoottt. PAYAH",13/01/2026 16:53,netral,Google Maps
Bambang Galvalum,5,ok,13/01/2026 16:52,positif,Google Maps
Dewi Nurdewi,2,"Kenapa ga bisa pesan goride jarak jauh ? maps ga mau muncul padahal jelas itu tersimpan rumah dan tempat kerja bukan nipu !!!!! baru kali ini kecewa berat, mana ada kebutuhan urgent pesenin kendaraan untuk orang tua dan anak, posisi saya di luar kota biasanya bisa sekarang ga bisa. kalau ga di perbaiki saya hapus apk dan ga langganan lagi. Tolong di perhatikan. jangan makin ngaco.",13/01/2026 16:51,negatif,Google Maps
A. ZA Toram,5,"Min, saya gak bisa pesan gojek kenapa ini?",13/01/2026 16:49,negatif,Google Maps
Sam Sudin,1,sistem error mulu jek kapan lancarnya?,13/01/2026 16:47,negatif,Google Maps
Dormi Sinaga,4,semoga semakin sukses dan membuat pelanggan lebih mudah,13/01/2026 16:46,positif,Google Maps
Niko Widradjat,1,kenapa makin kesini semakin error ya,13/01/2026 16:46,negatif,Google Maps
Wan,1,Dari kemarin susah bgt order ojek titik selalu gak nemu🥴,13/01/2026 16:46,negatif,Google Maps
Yudha Nurhadi,1,"ini kenapa, ga bisa tulis alamat penjemput, alamat yang di tulis ga muncul di lokasi penjemputan. susah buat melakukan order.",13/01/2026 16:46,negatif,Google Maps
parhan swip,1,Busuk sekali aplikasinya Masa titik Jemput tidak di temukan Padahal titik koordinat Dgn akurasi tinggi Gembel mending pake jasa Laen,13/01/2026 16:44,negatif,Google Maps
Akbar,2,"kok saya ga bisa naruh alamat ya,error",13/01/2026 16:43,negatif,Google Maps
radit official,1,"aplikasi gaje, kadang suka ga bisa di pake, padahal sinyal kenceng dan ga ada masalah apa-apa, tapi pas Mao mesen malah tulisan tidak ada sinyal",13/01/2026 16:43,negatif,Google Maps
Michael Octa Wahyu,1,ngeribetin aja orang login akun di persulit bawaan bikin emosi aja orang ada kerjaan di lokasi tertentu malah tertunda karena sistem dan eror dalam mencari tujuan,13/01/2026 16:40,negatif,Google Maps
Edmonia Alton,1,"Apasih nama email gojek, gua mo balik dari kampus malah eror anj malas. Harus nunggu 1 jam buat refresh SHIBALLLL",13/01/2026 16:40,negatif,Google Maps
Pengguna Google,5,saya dah nyaman dengan aplikasi gojeg,13/01/2026 16:39,positif,Google Maps
Pengguna Google,1,update terbaru bikin simpanan alamat customer ilang semua. nyusahin 🤦‍♂️,13/01/2026 16:39,negatif,Google Maps
Blue Sagita,3,sejak diupdate terbaru knapa skrng nyari posisi penjemputan jadi susah... biasany lokasi penjemputan bisa langsung klik di alamat yg tersimpan... contoh rute mau kesekolah anak Saya lokasi antar bisa dr alamat yg tersimpan tp utk alamat penjemputan tidak terdeteksi sampai saya geser2 tetep tidak terdeteksi ini menyulitkan banget... mudah yg dulu.. tolong diperbaiki gojek.. Saya pelanggan lama tp bener2 kesulitan tp utk order,13/01/2026 16:38,netral,Google Maps
Syifa Un'nada,1,"gojek nya lagi error atau lagi bermasalah yaa, saya mau berangkat latihan mau pesen gojek malah ga bisa, jadi nya saya telat",13/01/2026 16:38,negatif,Google Maps
Esther Devina,2,ga bs diandalin klo lg buru2. suka error dpt ojolnya...,13/01/2026 16:37,negatif,Google Maps
Abdul Azis romadhon,1,"woy. gimana ini setelah saya isi saldo gopay kok malah gak bisa di pakai. login saja tidak bisa. bagaimana yang punya aplikasi gojek ini. sia-sia saya isi saldo 300ribu, mau saya pakai malah tidak bisa. jangan kan di pakai. login aplikasi nya saja tidak bisa. sudah di email malah suruh lapor ke aplikasi. sedangkan di aplikasi gak ada fitur chat customer service. tolong segera di perbaiki",13/01/2026 16:35,negatif,Google Maps
Yoke Yuliana,3,"setelah update sering banget error, saya mau gofood ga bisa""",13/01/2026 16:34,negatif,Google Maps
sofyan hadi,1,sy ga bs pesen selalu erorr,13/01/2026 16:32,negatif,Google Maps
Imam Elsurbawi,1,"top up gopay, mau make voucher gak bisa. TRIP DIBATALKAN",13/01/2026 16:32,negatif,Google Maps
Irfan Oktavian,5,aplikasi custamer error' .tolong di perbaiki..para driver ga dapet orderan,13/01/2026 16:32,negatif,Google Maps
Nunung Mimi,3,Mengapa tiba-tiba aplikasi gojek saya tidak bisa membaca lokasi?,13/01/2026 16:31,netral,Google Maps
Jovan Nathaniel,1,aplikasi banyak issue nya udah berapa kali pesan makanan datang salah terus (ini error dari sistem bukan salah driver) lalu aplikasi suka error kalo mau pesen udah lapar malah error ngga rekomen buat yang mau pengalaman enak,13/01/2026 16:29,positif,Google Maps
Okta Vianto,1,gabisa buat pesen go ride atau go car,13/01/2026 16:29,negatif,Google Maps
Elsa Nopinda,1,"udah ujan"" nunggu gojek dari jam set 3 smpe jm set 5 ttep aplikasi nggak bisa katanya tim mau memperbaiki nyatanya apa",13/01/2026 16:29,negatif,Google Maps
Angela,1,error mulu,13/01/2026 16:28,negatif,Google Maps
RAY SYULI,2,Aplikasi selalu kendala teknis saat ingin log in... padahal lagi urgent..,13/01/2026 16:28,negatif,Google Maps
Dimas Airlangga,2,oi gojek lg rame penumpang aplikasi malah eror apa coba jir,13/01/2026 16:27,negatif,Google Maps
Calypso Pasya,4,Kenapa gocar drivernya pada jauh2,13/01/2026 16:26,positif,Google Maps
Dwi Yanti,1,ga bisa tulis alamat jemput & tujuan,13/01/2026 16:26,negatif,Google Maps
Allhuda akbar,1,hahaaha banyak bug nya tolol,13/01/2026 16:26,negatif,Google Maps
Raditya Cahyo Senomukti,1,server penuh melulu,13/01/2026 16:26,negatif,Google Maps
ETHL,1,"aplikasi rusak, selalu nge bug gak bisa nyari lokasi???? PERBAIKI APLIKASI NYA WOI",13/01/2026 16:25,negatif,Google Maps
Arjuna pratama Wibowo,3,"saat memesan tiket kereta selalu gangguan sistem padahal pada saat itu juga saya ada acara penting, alhasil terlambat Karena adanya gangguan ini",13/01/2026 16:25,negatif,Google Maps
Muhammad Bagus,1,mau daftar aja susah banget,13/01/2026 16:25,negatif,Google Maps
Rika Zar Is,2,apk gojek saya gak bisa dipake,13/01/2026 16:24,negatif,Google Maps
Okta Nur Amalia,2,harus manual ya untuk alamat tujuan? sudah manual tapi nggak bisa di klik juga. jadi beralih ke grab 🫠,13/01/2026 16:24,negatif,Google Maps
Rehan Ramadhan,1,gilaa aplikasi gilaa ntah apa error mulu,13/01/2026 16:23,negatif,Google Maps
Jordan Giordano,3,setelah update aplikasi tidak bisa digunakan,13/01/2026 16:23,negatif,Google Maps
Akmal,1,bug Mulu,13/01/2026 16:23,negatif,Google Maps
Yustian Spin,3,turunin dlu 2 bintang sampai diperbaiki..soalnya sekarang pencarian map di gojek jadi bolot..susah menentukan alamat jemput dan tujuan..seringkali tempat tujuan/lokasi jemput tidak muncul di pencarian map.TOLONG DIPERBAIKI YA,13/01/2026 16:23,negatif,Google Maps
Nisa uswatun hasanah,3,sering bug susah buat login klo mau peesen makanan suka gbisa karna masalah sistem masa tiap hari,13/01/2026 16:21,negatif,Google Maps
dita saahirah,1,pada saat ingin memesan driver gojek malah tidak bisa menemukan alamat yang ingin dituju dan di tempat penjemputan,13/01/2026 16:20,negatif,Google Maps
sankyu'di channel,1,ga bisa pesen go ride alamat tidak terditeksi,13/01/2026 16:20,negatif,Google Maps
Muhammad Abdul fattah,1,kurang ajar banget ini aplikasi gua mau balik dri stasiun gabisa bisa karnaa kesalahan jaringan mulu pdhal bukaa aplikasi aja bisaa hadehhhhh gojekkkk nyusahin bangettt,13/01/2026 16:19,negatif,Google Maps
kakegurui,1,kenapa endak bisa milih alamatny ya? batre lagi dikit padahal ☺️,13/01/2026 16:19,negatif,Google Maps
Sandi Hidayat,1,"kecewa tiba-tiba nge bug, gak bisa masukan lokasi, udah install ulang tetap sama.",13/01/2026 16:17,positif,Google Maps
Mikail Abysyaikh,1,apk kalo sistem nya rusak malah jadi gak bisa pesen gojek jadi nya yang pulang pakai gojek malah gak bisa paling males kalo kayak gini,13/01/2026 16:16,negatif,Google Maps
Ahmad Farid,1,driver kasihan padahal sy ngoder ud lonjakan gede amat tp driver ga ada lonjakan kasihan yeeeeeedriver klo sy liat biadab jg gojek,13/01/2026 16:16,negatif,Google Maps
Desy Davika,1,Gojek makin gak jelas cari alamat aja susahnya minta ampun. udah diperbarui tetep aja error.,13/01/2026 16:16,negatif,Google Maps
lipp,1,GABISA AKSES LOKASI WOY,13/01/2026 16:16,negatif,Google Maps
agus prianto,1,ini kenapa mesen tiket kereta gabisa si,13/01/2026 16:16,negatif,Google Maps
Nia Ratnasari,1,"kenapa setelah update mau ketik alamat gak otomatis,harus ke peta dulu kok gitu",13/01/2026 16:15,negatif,Google Maps
Muhammad Fadly Prasetyo,2,kenapa saya mau pesan gojek tidak bisa menulis alamat tempat yang saya tuju,13/01/2026 16:14,negatif,Google Maps
Risman,1,Sering Eror Pas Hujan,13/01/2026 16:13,negatif,Google Maps
Nur Fajri,4,"habis update petanya kok dikenali semua ya, buka peta pun susah",13/01/2026 16:13,positif,Google Maps
Alwy Muhammad,1,tolong developer perbaiki aplikasi.. masa ga bisa cari alamat tujuan.. biasanya bisa... jadi ga bisa berangkat kerja nih...,13/01/2026 16:12,negatif,Google Maps
Alif Wardana,1,ga bisa login parahhhh,13/01/2026 16:10,negatif,Google Maps
Mutya Latifa,1,"kok gbs sih ngasih lokasi katanya lokasi ga terpindai, pdhl kmren bs aja tuh",13/01/2026 16:09,negatif,Google Maps
Dian anjani Scuby,1,"najis, dulu bagus banget sekarang jelek banget apk nya. bahkan ga bisa kepake",13/01/2026 16:09,negatif,Google Maps
banana milk,2,"gabisa di buka,selalu internet mati padahal paket ada ngelag terlalu sering",13/01/2026 16:09,negatif,Google Maps
Bilal Fairuz,1,"Eror terlalu lama, mengganggu produktivitas para customer",13/01/2026 16:08,negatif,Google Maps
08. Dhea putri ramadhani,1,"aplikasi gak guna, disaat dibutuhkan malah error",13/01/2026 16:08,negatif,Google Maps
Ivan Gg,5,"aplikasinya eror ga bisa atur lokasi, ga bisa login,intinya eror",13/01/2026 16:08,positif,Google Maps
Supardi Otoy,5,ga bisa cari lokasi tujuan dr d tulis sampe pke peta,13/01/2026 16:08,positif,Google Maps
Dinar al Mujahidin,1,bagus,13/01/2026 16:07,negatif,Google Maps
Mito User,1,bego gua malas sama ini tiba tiba hilang map semua begoo,13/01/2026 16:07,negatif,Google Maps
Rizky Mulia putra,4,kenapa sering eror sih??,13/01/2026 16:07,positif,Google Maps
Chairan Abda,2,"knp kalo banyak yg make suka gak bisa order makanan yak padahal gak hujan lohh tapi ada tulisan"" aplikasi gojek lagi ramai di pake"" sering bgt begitu mau order jadi gak bisa mulu niat bikin sarver gak sihh😂😂",13/01/2026 16:07,negatif,Google Maps
Abid,1,"masa karena lagi rame pengguna gabisa di pake, aplikasi versi beta lu? udah sebesar itu perusahaan lu, gada niatan buat perbaiki hal begituan? konyol!!",13/01/2026 16:06,negatif,Google Maps
Andika Pratama,1,eror mulu,13/01/2026 16:06,negatif,Google Maps
Baskoro Arjuna,5,ngebug mulu ada kendalla smoga di oerbaiki,13/01/2026 16:06,positif,Google Maps
Slamet Catur,1,aplikasi ini sebenarnya bagus tapi pas saya pesan goride hemat dengan harga 7k malah berubah jadi 21.500k padahal tujuannya dekat.jadi tolong untuk diperbaiki segera,13/01/2026 16:06,positif,Google Maps
Lilly Novita Sari,2,"saya ingin memesan gojek tapi saat diisikan alamat tujuan, aplikasi mengatakan lokasi tidak di temukan. lalu saya coba mencari alamat tujuan menggunakan peta hasilnya aplikasi mengatakan aplikasi tidak terdekteksi saya sangat terburu buru. akhirnya saya putuskan order via Maxim mohon aplikasi di perbaiki ya. saya sudah bertahun tahun memakai aplikaai gojek",13/01/2026 16:06,positif,Google Maps
Roihan Fachri,1,gojek aplikasi bermasalah jelas2 alamatnya ada tapi masalah terus lokasi gak ditemukan katanya aplikasi sampah,13/01/2026 16:05,negatif,Google Maps
sri peni,1,"BANYAK GANGGUAN,ORANG LAGI BURU² JADI TERGANGGU!!! MAU PESAN LAYANAN MOTOR MOBIL SAMA SAJA TIDAK BISA DIPESAN, TULISANNYA ""hmm... ada gangguan"" SAMHAT SANGAT MENGGANGGU!!!!",13/01/2026 16:05,negatif,Google Maps
Eric Permana,4,payah sering trouble,13/01/2026 16:05,positif,Google Maps
Salahuddin 2546,1,di sini suka banyak masalah pada sistem ini jadi saya kasih ranting 1 biar nanti bapak bisa perbaiki masalah sistem ini dan setiap kali mau pesen gojek selalu nggak bisa katanya ada masalah pada sistem jadi tolong diperbaiki secepatnya,13/01/2026 16:05,negatif,Google Maps
Andre Sebastian,1,"gimananya,""lokasi tidak ditemukan di peta""",13/01/2026 16:04,negatif,Google Maps
adri novanda,4,kok jadi ga bisa ngirim foto ya,13/01/2026 16:04,positif,Google Maps
Asep Petarung,5,aplikasinya sangat bagus,13/01/2026 16:03,positif,Google Maps
ryuusukamilk,1,apk aneh apk gbs d klik lokasi ud on ud d mati nyalain ttp gamudeng ud d update segala mcm ttp gabisa maps dri hp ud nyala mana smpe ujan'an ud otak Atik hp 30 menit dari batre 70-28% hampir gbs pulang untung ad orang mau anterin ke rmh tlong d perbaikin cb kalo gd org yg bantu skrg mau nyalahin siapa???ud hapus cache sgla mcm ud pilih lokasi sndr pake maps dri apknya ttp gbs lcuw,13/01/2026 16:01,positif,Google Maps
Yogin Fajar Santosa,2,Ribet amat ngatur lokasi manual nya,13/01/2026 16:01,negatif,Google Maps
trisnaa dewiii,1,"jelek,mau blnja aja diribetin pake acara 'gojek ramai dipakai'",13/01/2026 16:00,negatif,Google Maps
M Dirga Hakairo Anantha,1,EROR GANGGUAN TERUS,13/01/2026 16:00,negatif,Google Maps
Rafan Delvin,1,"goblok apk banyak trouble, saldo ilang mmk",13/01/2026 15:59,negatif,Google Maps
Karimah Amatullah,2,"tolong dong, ini kenapa gojek saya ga bisa mendeteksi lokasi? padahal gps nyala. coba di google maps juga bisa, tp di gojek ga ada satupun yang bisa terdeteksi",13/01/2026 15:59,negatif,Google Maps
Zahra Nurfadilah,1,"baru download dan pas mau masuk malah gabisa, katanya ""Terjadi kendala teknis"" , tolong di perbaiki secepatnya ya min🙏",13/01/2026 15:58,positif,Google Maps
Dian Nurhidayat,2,"kenapa akun saya jadi eror ,ribet ribet alamat jadi gak ketemu,mau pesen gojeg dari tadi gak bisa mulu ngeselin lama lama,mau kerja jadi telat",13/01/2026 15:58,negatif,Google Maps
Icha Islami,1,knp saat dibutuhkan bgt sk error,13/01/2026 15:57,negatif,Google Maps
Prima Satriya,1,"pas dibutuhkan aplikasi malah error, bikin tengkar orang aja.",13/01/2026 15:55,negatif,Google Maps
Gerald Alexander,1,aplikasi tolol,13/01/2026 15:54,negatif,Google Maps
Madona Nadia,1,"pas mau d gunain jmput ank gojek nya bermasalah,,, udh d upgrade malah g bs dpake",13/01/2026 15:54,negatif,Google Maps
Maliq Ismail Imran,1,"GOJEK ERROR TERUS😡😡😡, BENERIN LAH TOLONG!!!!!!!!!",13/01/2026 15:52,negatif,Google Maps
Riyan Asrida,4,ko saya tidak bisa pesan gocar atau gorad ya semalam masih bisa. di unisntal di instal lagi malah tidak bisa masuk nomor saya.,13/01/2026 15:51,negatif,Google Maps
Kopi,2,daerah saya selalu rame saya tidak dapat gojek 😭,13/01/2026 15:51,negatif,Google Maps
Fajar Siagian,3,gabisa masuk bujang,13/01/2026 15:51,netral,Google Maps
Bagas Sri Indrantoro,1,gimana mau ramai pesanan masuk mitra resto? aplikasi pelanggan nya aja error gak bisa mesen food!,13/01/2026 15:51,negatif,Google Maps
Puji Marwoto,3,habis update lokasi error...tidak bisa...,13/01/2026 15:51,negatif,Google Maps
Putri Varizza,1,"saya ketinggalan kereta karena aplikasi gojek tiba tiba tidak bisa set lokasi tujuan. ini terjadi lebih dari sekali, saya sangat kecewa. padahal sudah saya update tapi masih tidak bisa.",13/01/2026 15:51,negatif,Google Maps
Dani Nugroho,1,hari ini eror ga profesional kalian iT karbitan bikin susahh orang banyak,13/01/2026 15:50,negatif,Google Maps
Muhammadhadziqalfari,1,"aplikasi tidak dapat memuat lokasi tujuan, cak berok be mano Indonesia emas 2045",13/01/2026 15:50,negatif,Google Maps
Laniii Lani,1,ahhhh ngebug mulu 👎,13/01/2026 15:50,negatif,Google Maps
Fahri Idhofi,1,kenapa gag bisa pesan gofood,13/01/2026 15:50,negatif,Google Maps
Afifa Mega,1,buruk bgt,13/01/2026 15:50,negatif,Google Maps
little skoll,1,tolol gak bisa detek lokasi,13/01/2026 15:49,negatif,Google Maps
Kenzie Hibban,5,"sangat membantu, tetapi kadang terjadi kegagal sistem dalam mengorder",13/01/2026 15:47,positif,Google Maps
kaysan ashraf,1,apk gila ga bisa di pake,13/01/2026 15:47,negatif,Google Maps
Rizki Aditama,5,sampah dikit dikit ganguan dikit dikit ganguan menyusahkan,13/01/2026 15:46,positif,Google Maps
Dwi Marsya Ramadani,1,sekarang saya lagi buru buru bngt eh malah bermasalah aplikasinya,13/01/2026 15:42,negatif,Google Maps
Meliani Fitri,2,"lokasi tidak bisa ditemukan, gps hidup, jadinya tdk bisa pesan ojek",13/01/2026 15:41,negatif,Google Maps
MEGAWATRON,2,"aplikasi kenapa?lagi error, gak bisa mesen goride, mau login ngga bisa, kenapa ini, gua mau balik harus nunggu sejam, gila kali",13/01/2026 15:40,negatif,Google Maps
Santi Dian,5,bagus,13/01/2026 15:39,positif,Google Maps
Frans Lumban Gaol,5,Kenapa saat akan login aku selalu pemberitahuan kendala teknik,13/01/2026 15:38,positif,Google Maps
30 risma safitri bakhrul ulum,2,nge down pas jam siang / sore ga tepat,13/01/2026 15:36,negatif,Google Maps
Muhammad Rizal,3,"perusahaan segede gini masi aja ada kendala di pemesanan yg tertera ""terlalu ramai dipakai"", hadeh",13/01/2026 15:36,netral,Google Maps
Nurseha Sri Alyaningsih,2,"kenapaasi kendala teknis mulu , pas lagi urgent jadi repot , cepet dibenerin deh apk nya",13/01/2026 15:35,negatif,Google Maps
Safwen,1,"di device saya tdk bisa memilih lokasi tujuan.dan saat saya login ulang, ada tulisan ""istirahat duluuuu nunggu 60 menit"" lah saya butuhnya sekarang... katanya bebas bugs....",13/01/2026 15:34,negatif,Google Maps
Rati,3,knp tbtb ga bisa pilih lokasi lewat peta padahal paginya masih bisa,13/01/2026 15:33,netral,Google Maps
FAHMI AUDIO,1,tolong admin gojek saya tidak bisa masuk ke Gojek ke akun saya,13/01/2026 15:33,negatif,Google Maps
Bimo S,1,"aplikasi suka rame, mau pesen makan susah",13/01/2026 15:32,negatif,Google Maps
bnnanyam,1,"apasi pas pulang malah ga bisa pake saldo, gajelas",13/01/2026 15:32,negatif,Google Maps
Maarif Hidayat28,1,gojeg ga jelas .. tiba² ga bisa masuk apa apaan ini gojeg.. suruh ganti nomer aneh banget..,13/01/2026 15:28,negatif,Google Maps
Andry Putra arrahim,1,maap ya di kasih bintang satu soalnya mau masukin alamat tujuan malah ngga muncul padahal dah di update udah sebulan kaya gini tolong di perbaiki,13/01/2026 15:27,negatif,Google Maps
26_Marcello Rooney Affan Jr,1,"lol banget, bisa² nya eror, di telfon cs nya ga bisa lagi",13/01/2026 15:27,negatif,Google Maps
Yandik Sutrisno,5,tolong di perbaiki kok gk bisa titik lokasi nya,13/01/2026 15:27,positif,Google Maps
Muh. Alim Ramadhan,1,"Waduh kayanya tanda"" nih app dan PTnya otw pailit nih kok appnya error dan gak bisa dipakai gitu mana saldo gopay masih ada beberapa sm gopaynya jg error gak recommend dan gak bisa mentaince cust/sistemnta dengan baik",13/01/2026 15:27,negatif,Google Maps
SpartA HeHe,1,"mau mesen gocar, pas milih tujuan gada hasil, aneh perbaiki secepatnya sekelas gojek kualitas nya sampah, huak tcuh",13/01/2026 15:26,positif,Google Maps
Sulis Setiowati,5,trimakasih selalu mengantar pulang kerja,13/01/2026 15:26,positif,Google Maps
Danny Indra,1,"cari titik poin aja susah banget, berguru dong sama google map. sdh di titik poin pun ga ada reaksi apa apa. pantes kalah sama grab",13/01/2026 15:25,negatif,Google Maps
